"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
2000,"fasy",24.892,25.796,0.4,75.21,74.58
1997,"fasy",14.9,22.3,0.13,86.71,97.27
2006,"fasy",36.912,25.769,1,46.64,47.08
1997,"fasy",13.3,21.8,0.13,4.75,13.56
2000,"fasy",33.615,25.272,1,39.78,25.03
2000,"fasy",22.007,24.743,0.2,63.88,39.59
2006,"fasy",27.158,31.552,0.4,69.53,54.08
2006,"fasy",26.409,25.364,0.4,53.1,8.94
1997,"fasy",22.9,23.9,0.4,78.55,21.07
1997,"fasy",23.7,24,0.4,47.8,39.57
2006,"fasy",25.649,30.228,0.4,86.23,89.14
2006,"fasy",24.269,25.188,0.4,7.24,76.2
2000,"fasy",34.402,25.208,1,47.46,86.94
1997,"fasy",16.5,22.7,0.13,88.02,83.59
2000,"fasy",40.093,25.443,1.4,42.34,95.11
1997,"fasy",20.2,23.5,0.2,0.69,49.11
2000,"fasy",24.119,24.823,0.4,13.09,58.32
1997,"fasy",11.2,20.9,0.051,70.17,22.6
2000,"fasy",19.99,24.576,0.2,0.58,10.28
2000,"fasy",23.55,26.198,0.4,61.54,62.9
1997,"fasy",36.3,25.1,1,67.41,33.68
2006,"fasy",22.582,26.076,0.4,43.84,56.15
1997,"fasy",12,21.3,0.051,81.97,26.27
2000,"fasy",13.267,23.103,0.13,3.56,21.24
1997,"fasy",19.9,23.4,0.2,39.58,56.88
1997,"fasy",12.3,21.4,0.051,41.63,7.84
1997,"fasy",17.5,23,0.2,68.87,60.77
2000,"fasy",40.218,25.404,1.4,83.93,68.94
1997,"fasy",24.4,24.1,0.4,43.29,13.7
2006,"fasy",26.76,36.793,0.4,69.62,23.68
1997,"fasy",21.3,23.7,0.2,36.43,35.3
2006,"fasy",27.465,25.344,0.4,84.83,39.04
1997,"fasy",11.8,21.2,0.051,53.25,91.18
1997,"fasy",33.1,24.9,1,84.64,3.09
1997,"fasy",17.5,23,0.2,87.66,12.53
1997,"fasy",36.8,25.2,1,80.93,91.42
2006,"fasy",27.855,57.33,0.7,82.01,97.69
2006,"fasy",28.783,25.801,0.7,58.51,25.49
2000,"fasy",20.96,25.252,0.2,38.94,62.61
2000,"fasy",32.282,25.187,0.7,5.05,72.84
1997,"fasy",18.8,23.2,0.2,24.93,12.33
2000,"fasy",30.675,25.031,0.7,84.07,64.77
2006,"fasy",21.578,26.33,0.2,24.93,12.33
2000,"fasy",28.848,25.031,0.7,54.01,85.53
1997,"fasy",27.7,24.5,0.7,15.98,53.72
2006,"fasy",28.904,27.003,0.7,40.82,58.06
1997,"fasy",39.3,25.3,1.4,37.73,3.57
2006,"fasy",34.492,25.269,1,84.64,3.09
1997,"fasy",8.1,19,0.051,73.33,54.21
2006,"fasy",40.249,25.777,1.4,21.84,99.66
1997,"fasy",14.4,22.1,0.13,43.38,53.24
2000,"fasy",21.88,24.947,0.2,36.72,11.09
2000,"fasy",39.594,25.344,1.4,36.37,1.83
1997,"fasy",10.4,20.5,0.051,48.83,14.89
1997,"fasy",21.9,23.8,0.2,14.35,85.73
1997,"fasy",14.4,22.1,0.13,64.06,2.53
1997,"fasy",13.8,22,0.13,57.18,70.38
1997,"fasy",24.6,24.1,0.4,84.68,23.2
1997,"fasy",21.9,23.8,0.2,43.55,90.62
1997,"fasy",23.1,23.9,0.4,43.57,66.03
2006,"fasy",25.009,29.705,0.4,20.16,85.2
2000,"fasy",15.621,24.575,0.13,88.69,42.59
2006,"fasy",21.145,27.689,0.2,85.09,11.68
1997,"fasy",13.1,21.7,0.13,66.7,37.14
2006,"fasy",20.976,25.533,0.2,33.61,50.43
1997,"fasy",20.5,23.6,0.2,55.22,3.87
1997,"fasy",18.3,23.1,0.2,48.24,90
2006,"fasy",20.459,28.38,0.2,30.63,89.3
2000,"fasy",23.095,25.285,0.4,36.43,35.3
2000,"fasy",26.259,26.631,0.4,75.61,82.18
2000,"fasy",27.722,24.992,0.7,78.2,38.62
1997,"fasy",12.3,21.4,0.051,32.71,90.91
1997,"fasy",20.7,23.6,0.2,52.05,34.49
2000,"fasy",27.751,25.242,0.7,33.89,75.11
2000,"fasy",19.589,33.474,0.2,18.3,3.97
1997,"fasy",14.3,22.1,0.13,33.09,48.92
1997,"fasy",25.7,24.3,0.4,45.75,57.28
2000,"fasy",20.79,24.944,0.2,89.22,91.24
2000,"fasy",15.771,26.946,0.13,4.82,14.62
2000,"fasy",24.251,25.52,0.4,22.56,29.38
2000,"fasy",19.182,24.34,0.2,8.13,48.21
2006,"fasy",27.672,26.673,0.7,85.89,15.96
2000,"fasy",27.633,25.43,0.7,59.26,16.07
2006,"fasy",30.595,25.148,0.7,82.28,16.98
1997,"fasy",31.4,24.8,0.7,37.03,51.37
2006,"fasy",27.36,27.584,0.4,78.79,76.98
1997,"fasy",31.2,24.8,0.7,58.8,29.29
2006,"fasy",40.154,25.425,1.4,36.37,1.83
2006,"fasy",23.185,29.933,0.4,87.66,12.53
1997,"fasy",18.7,23.2,0.2,35.71,68.51
2006,"fasy",38.853,25.78,1.4,25.12,42.76
2000,"fasy",12.677,23.838,0.13,91.9,88.29
1997,"fasy",22.3,23.8,0.2,75.21,74.58
1997,"fasy",10.4,20.5,0.051,22.71,49.97
2006,"fasy",31.493,27.083,0.7,79.23,27.5
1997,"fasy",34.9,25,1,1.51,93.44
2006,"fasy",28.494,27.347,0.7,43.57,66.03
1997,"fasy",30.8,24.7,0.7,58.51,52.59
1997,"fasy",13.8,22,0.13,40.64,8.45
